python-docx,warm
python-gis-ecosystem,dead
python-package,dead
python-pptx,dead
python-project-template,warm
python-scientific-computing,warm
pyvista-3d,dead
qgis,hot
qtf-analysis,dead
quality-checklist,dead
quantification-metrics,dead
question,hot
quick-reference,dead
quote,hot
rag-system-builder,warm
rao-import,dead
raycast-alfred,dead
readability-classification,dead
reconciliation,hot
reference,hot
references-to-remove,dead
related-resources,dead
release-manager,dead
release-swarm,dead
remote-desktop,dead
repo-architect,dead
repo-cleanup,dead
repo-portfolio-steering,hot
repo-structure,hot
repo-sync,hot
research-literature,hot
response-drafting,warm
response-format-rules,dead
results-comparison,dead
risk-assessment,cold
rollback,hot
scenario,dead
scientific-problem-selection,hot
scvi-tools,hot
search-strategy,warm
section-2,dead
self-contained-architecture,dead
semantic-search-setup,hot
seo-optimizer,warm
sequence-diagram,dead
shell-tdd,hot
ship-dynamics-6dof,dead
signal-analysis,dead
single-cell-rna-qc,hot
size-limits-mandatory,dead
skill-creator,hot
skill-discovery,dead
skill-eval,hot
slack-api,warm
slack-gif-creator,cold
social-media,cold
sodir-data-extractor,dead
solver-benchmark,hot
source-management,warm
sparc-architecture,warm
sparc-pseudocode,warm
sparc-refinement,warm
sparc-specification,warm
spec-audit,dead
specialist,dead
specsarchive,dead
sphinx,warm
sql-queries,warm
stakeholder-comms,warm
standard-folders-module-structure,dead
state-diagram,dead
state-directory-manager,dead
static-debug,dead
statistical-analysis,warm
statistics,dead
step-1-define-the-skill-scope,dead
step-1-inventory-all-hidden-folders,dead
step-1-name,dead
streamlit,hot
structural-analysis,warm
structure-section-updates,dead
style-1-name,dead
subagent-driven,warm
subsection-11,dead
success,cold
swarm-issue,dead
swarm-pr,dead
sweetviz,dead
sync,hot
systematic-debugging,warm
tabbed-code-blocks,dead
target-repository-structure,dead
task-category-1,dead
task-management,cold
tax-preparation,cold
tdd-obra,hot
teams-api,warm
technical-implementation,dead
technical-skill-template,dead
technology-stack-modernization,dead
template-name,dead
testing-production,warm
testing-tdd-london,warm
text-extractor,dead
theme-factory,warm
ticket-triage,warm
time-tracking,dead
tip,dead
to-orcaflex,dead
today,hot
todoist-api,warm
trello-api,cold
units,hot
usage-optimization,dead
usage-tracker,dead
user-research-synthesis,cold
utilities,hot
uv-package-manager,dead
validatecontextsh,dead
variance-analysis,hot
verification-checklist,dead
verification-loop,warm
verify-hidden-folder-state,dead
version-metadata,dead
versioning,hot
vessel-setup,dead
visualization,hot
visualizer,dead
viv-analysis,cold
vscode-extensions,cold
warning,hot
wave-theory,dead
web-artifacts-builder,warm
web-scraper-energy,dead
webapp-testing,hot
well-production-dashboard,dead
windmill,warm
windows-task-scheduler,dead
with-title,dead
workflow,hot
writing-plans,warm
xlsx,hot
xlsx-to-python,hot
yaml-configuration,hot
yaml-gotchas,dead
yaml-workflow-executor,hot
ydata-profiling,warm
